RDKit_Canonical_Smiles,Molecule_ChEMBL_ID,Fingerprints_tsne_x,Fingerprints_tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Embeddings_tsne_x,Embeddings_tsne_y,Embeddings_Divergence_Pearson_Correlation,Embeddings_Divergence_Kendall_Correlation,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular_weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski_RO5_violations,Follows_Lipinskis_RO5,QED_weighed,Bioactivity_A,Bioactivity_B
NCCc1c[nH]c2ccc(O)cc12,CHEMBL39,0.046849996,0.13086098,0.66928256,0.18199793,0.4156552,0.75790673,0.96695125,0.21075518,0.327509029945202,0.235694625525134,0.361146535465839,0.40576560915544,0.306311714673719,0.207590902506157,0.016360563892237,0.226713023323193,176.22,1.37,9.31,10,0,TRUE,0.65,0,2
O=C(Nc1ccc(Oc2cccnc2Cl)nc1)c1c[nH]c2ccccc12,CHEMBL516452,0.14733827,0.13099393,0.735831,0.0639278,0.4260233,0.028286517,0.9734035,0.24972719,0.331820738354916,0.133709981167608,0.48149308507826,0.466898449949298,0.391660212284781,0.155149934810952,0.008088727783543,0.171085035491815,364.79,4.66,12.78,1.53,0,TRUE,0.52,0,0
CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,CHEMBL314107,0.85972786,0.53242505,0.41507852,0.38971803,0.37743908,0.6024803,0.920732,0.5621835,0.388741162372918,0.147616978125453,0.523981681006506,0.156598580327394,0.105571953243325,-0.193104447341736,-0.279476666431562,-0.032015065913371,330.38,3.68,,8.39,0,TRUE,0.84,0,1
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,CHEMBL81485,0.95960677,0.5188368,0.4271261,0.33828354,0.42153862,0.6100092,0.97014713,0.51067585,0.502794236785342,0.174851513834565,0.569983876965471,0.135448355787339,0.13858309166151,-0.249601622482978,-0.398167398860158,-0.044473417354773,280.37,3.06,,9.48,0,TRUE,0.91,0,0
Cc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,CHEMBL480127,0.18033078,0.12028271,0.7417334,0.09118357,0.43208194,0.007944226,0.9650482,0.26761812,0.367398352623526,0.136317543097204,0.496410084637581,0.455019556714472,0.405416038448702,0.178907721280603,-0.089637271843153,0.157757496740548,358.4,4.62,12.99,5.44,0,TRUE,0.56,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3Cl)CC2)C1,CHEMBL1088874,0.045673847,0.4809477,0.44006103,1,0.23969603,0.9434637,0.08768511,0.06184116,0.516829869156729,0.22729248152977,0.413457154979519,0.20701144429958,0.408040243312494,0.226133565116616,0.37560440397397,0.439953643343474,565.04,4.22,,9.01,1,TRUE,0.5,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3Cl)CC2)C1,CHEMBL1092238,0.05662921,0.5522079,0.42431813,0.9810135,0.2270501,0.9498246,0.022162288,0.07946876,0.540831074220732,0.257424308271766,0.493777827035874,0.337389540779371,0.448366202489424,0.240330291177749,0.387162493042734,0.452991452991453,566.02,2.74,,8.01,1,TRUE,0.51,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,CHEMBL1092929,0.076446295,0.4983174,0.4541239,0.97922605,0.24536748,0.90628487,0.07481602,0.073566884,0.505631687223394,0.232507605388961,0.394534645305555,0.216862233811386,0.42129710196897,0.267275097783572,0.41242503550832,0.483413008836738,530.59,3.57,,9.01,1,TRUE,0.55,0,0
CN1C2CCC1CC(NC(=O)c1cnn3ccccc13)C2,CHEMBL355149,0.57607347,0.5302583,0.7477291,0.5696306,0.4202281,0.81659687,0.1798231,0.11285353,0.384447241699062,0.27509778357236,0.174180134190646,-0.076923076923077,0.201350252041814,0.338548457192525,-0.066600367668243,0.23279733449225,284.36,1.69,13.7,9.16,0,TRUE,0.91,0,0
CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,CHEMBL377498,0.5902426,0.14279482,0.09747037,0.18026367,0.32692885,0.72913176,0.17908156,0.9596123,0.088578568436987,0.088801970157902,0.307532937186153,0.021295089091699,0.518533751570466,0.218890337534405,0.447350242270658,0.239171374764595,300.23,4.44,,8.92,0,TRUE,0.75,0,0
Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,CHEMBL468176,0.19738153,0.6903962,0.6417556,0.42810518,0.2462416,0.65901846,0.68378234,0.51599157,0.210215591100351,0.122990004345937,0.279608535755471,0.388381862958134,0.377304960024425,0.353904099666812,0.47122621173209,0.541938287701,443.31,6.11,,3.73,1,TRUE,0.38,0,0
CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,CHEMBL313189,0.9630313,0.54842585,0.40295506,0.3516909,0.38629052,0.638323,0.9374117,0.50711024,0.410994406492802,0.109083007388092,0.618173733832862,0.253657829929016,0.13834174279293,-0.209039548022599,-0.373766997749449,-0.147616978125453,308.43,3.79,,9.43,0,TRUE,0.86,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3F)CC2)C1,CHEMBL1089881,0.041083127,0.50673497,0.46785492,0.9566176,0.23252405,0.91403896,0.067289054,0.056589067,0.498825716920506,0.227002752426481,0.394288663971491,0.204983340576561,0.443111217543552,0.283789656671013,0.421449447805199,0.49210488193539,548.58,3.71,,9.01,1,TRUE,0.49,0,0
Cc1ccc2c(c1)N1OC(CN(C)C)CC1c1ccccc1C2,CHEMBL85735,0.89949155,0.53469,0.4468277,0.35568658,0.37299216,0.63612455,0.92347556,0.5299215,0.407167220925043,0.133130522961031,0.579944241158967,0.228161668839635,0.105971527388962,-0.211067651745618,-0.294373351391904,-0.084456033608576,308.43,3.71,,8.39,0,TRUE,0.84,0,1
COc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,CHEMBL480699,0.17538717,0.14532104,0.7545537,0.112732455,0.44611865,0.004323542,0.9472874,0.27627215,0.413865628292904,0.154860205707663,0.503681928989976,0.429813124728379,0.444543353397915,0.211067651745618,-0.096551311657122,0.167898015355642,374.4,4.32,13.03,5.44,0,TRUE,0.54,0,0
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,CHEMBL14460,0.2059903,0.095593214,0.5114032,0.43034446,0.24903592,0.68385327,0.6156862,0.37118393,0.258512126223305,0.030566420396929,0.314849084403875,0.143850499782703,-0.008036847470802,0.003621613791105,0.491206341625416,0.51615239750833,428.41,5.5,11.77,5.44,1,TRUE,0.6,0,0
CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,CHEMBL203563,0.55185336,0.031110197,0.063929975,0.08574322,0.7399589,0.952729,0.26082197,0.9601217,0.062361445204396,0.029697233087064,0.459046506000463,0.114008402143995,0.61929302686695,0.312183108793278,-0.298354488220967,0.244096769520498,247.34,2.84,7.36,8.1,0,TRUE,0.81,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,CHEMBL1092921,0.007997334,0.5003388,0.48204154,0.93653774,0.21963382,0.9234378,0.056019664,0.043020874,0.48721319096437,0.217731421121252,0.402403490538335,0.20701144429958,0.462390126733091,0.304360423004491,0.430029149656044,0.498189193104447,566.57,3.85,,9.01,1,TRUE,0.48,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,CHEMBL1089793,0.0035591125,0.5300842,0.48980296,0.9624073,0.21870704,0.9372776,0.030810744,0.049491167,0.50802899821673,0.2290308561495,0.482929125185963,0.310734463276836,0.490913561308976,0.321164710995219,0.417549622359936,0.495581631174852,567.56,2.36,,8.01,1,TRUE,0.48,0,0
CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1CCN(Cc2ccc(F)cc2)C[C@H]1C,CHEMBL198949,0.38833085,0.7435707,0.6121274,0.33236465,0.19752736,0.6536745,0.55400276,0.28129455,0.181322272641983,0.020136172678546,0.106092490862167,0.063016079965233,0.052585514658934,0.169926119078661,0.44248771950056,0.517311313921484,429.92,4.18,13.51,6.63,0,TRUE,0.73,0,0
CCCC(C(=O)c1ccccc1C)N1CCCC1,CHEMBL203403,0.63019806,0.07247317,0.081400365,0.055444628,0.77022684,0.9633407,0.23500669,0.9652021,0.045822367606397,0.011154570476604,0.494239896050462,0.126177024482109,0.60618573273111,0.252788642619151,-0.31979186029287,0.182963928726641,245.37,3.44,,7.94,0,TRUE,0.74,0,0
CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,CHEMBL381127,0.5492762,0.064912826,0.07976496,0.099208474,0.73926437,0.968359,0.22560784,0.9941755,-0.014578227412389,-0.0137621324062,0.492028053946298,0.165869911632624,0.628338349755525,0.308996088657106,-0.299146507283188,0.216862233811386,261.36,3.14,,7.73,0,TRUE,0.74,0,0
CCC(CC(=O)c1ccc(C)cc1)N1CCCC1,CHEMBL202939,0.6045778,0.12651122,0.08366841,0.16941242,0.3560336,0.81780684,0.20062634,0.9663332,0.091358122888088,0.028828045777198,0.406666641850602,0.106475445458496,0.56888427779735,0.328697667680719,0.209949108139281,0.427495291902072,245.37,3.44,,9.18,0,TRUE,0.74,0,0
CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1,CHEMBL369997,0.5044105,0.073964,0,0.09486771,0.69704527,0.9508413,0.2626565,0.92342186,0.19152370998463,0.126466753585398,0.47186042230637,0.09285817760394,0.570985552539407,0.182674199623352,-0.333219160092531,0.053165290453426,313.47,4.86,,7.9,0,TRUE,0.71,0,0
CCCC(C(=O)c1ccc(C(F)(F)F)cc1)N1CCCC1,CHEMBL204490,0.51948416,0.041540593,0.029286146,0.11624429,0.71491885,0.938596,0,0.045592308,0.298389861048353,0.151093727364914,0.418600300314372,0.137186730407069,0.60410340333557,0.305809068520933,-0.327369674250599,0.185281761552948,299.34,4.15,,7.7,0,TRUE,0.76,0,0
CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,CHEMBL204759,0.58482397,0.07535431,0.05559188,0.11805372,0.69821423,0.96257603,0.26817325,0.9344473,0.185309253105185,0.133709981167608,0.364788027942946,-0.071707953063885,0.591121898348817,0.250760538896132,-0.328987978333367,0.104737070838766,281.4,4.29,,7.99,0,TRUE,0.76,0,0
Cc1ccc2c(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c[nH]c2c1,CHEMBL519103,0.2058835,0.12944835,0.7636959,0.08819267,0.44044197,0.01760006,0.9462715,0.2618909,0.359438396870443,0.134579168477474,0.482064849652827,0.431841228451398,0.421681347481102,0.201796320440388,-0.091078121618476,0.12965377372157,358.4,4.62,12.98,5.44,0,TRUE,0.56,0,0
CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,CHEMBL379446,0.5249703,0.010139257,0.046842724,0.031836003,0.72183335,0.94882655,0.30589172,0.967499,0.121696358178674,0.088801970157902,0.436538212659767,0.042735042735043,0.604773753504266,0.250470809792844,-0.315239007205041,0.206431986093003,276.34,3.04,,7.32,0,TRUE,0.45,0,0
CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,CHEMBL202420,0.58606774,0.021468371,0.04882723,0.06524125,0.69983864,0.92660296,0.2808441,0.9740326,0.059213909745788,0.049398812110677,0.473141318172199,0.12414892075909,0.603299563835234,0.277995074605244,-0.338440076876083,0.087932782848037,310.24,3.9,,7.74,0,TRUE,0.77,0,0
CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,CHEMBL379679,0.56291425,0,0.024054825,0.040356815,0.7263683,0.96410364,0.25803432,1,-0.003203117177004,0.008547008547009,0.527009111045992,0.249601622482978,0.597677496541318,0.242358394900768,-0.305621636130624,0.191655801825293,288.39,3.09,13.76,7.75,0,TRUE,0.82,0,0
O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2,CHEMBL399203,0.21847597,0.23193315,0.5585441,0.30510044,0.46520138,0,1,0.24579604,0.261536924764632,0.106765174561785,0.232534719745686,0.117485151383456,0.197731723523524,0.0488193539041,-0.067956248439334,0.22729248152977,426.41,3.68,6.88,,0,TRUE,0.33,0,0
CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1,CHEMBL595449,0.2503599,0.39615947,0.5378806,0.5041026,0.21587156,0.6378795,0.7926847,0.31350082,0.472404947299488,0.156888309430682,0.220783775480807,0.104157612632189,0.270003827421333,0.187309865275967,0.402447735285546,0.51789077212806,350.47,4,9.89,6,0,TRUE,0.77,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3)CC2)C1,CHEMBL1093469,0.07506579,0.52756834,0.4352054,0.9541413,0.24730447,0.9207933,0.043459088,0.07977846,0.529275601464368,0.245835144140229,0.482970507239381,0.344632768361582,0.458231449346086,0.274228596262495,0.394859826276159,0.478487614080835,531.58,2.08,,8.02,1,TRUE,0.55,0,0
O=C(Nc1ccc(Oc2cccnc2)nc1)c1c[nH]c2ccccc12,CHEMBL479952,0.2025168,0.16217935,0.75689024,0.06304702,0.43786716,0.034455717,0.95485425,0.24423721,0.310280771000358,0.130233231928147,0.453008593511174,0.387512675648269,0.40576200657256,0.176300159351007,-0.025919317926302,0.111980298420976,330.35,4,12.78,4.54,0,TRUE,0.59,0,0
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,CHEMBL1082723,0.38822928,0.7859213,0.56924236,0.3754739,0.33788168,0.60520405,0.47470012,0.56130904,0.211702888143957,0.185281761552948,0.102854194822356,0.08184847167898,0.394214127224405,0.333623062436622,0.006004546713192,0.296248008112415,390.25,4.34,12.26,6.58,0,TRUE,0.53,0,0
CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,CHEMBL1222134,0.41459894,0.9251489,0.9584677,0.2973091,0.16854927,0.62535256,0.18799049,0.42796254,0.279489842717407,0.161813704186586,0.489030189616671,0.318846878168912,0.561171062874581,0.445458496305954,0.429374339341941,0.55468636824569,423.58,4.2,,7.89,0,TRUE,0.62,0,0
CN1C2CCC1CC(OC(=O)c1cnn3ccccc13)C2,CHEMBL350972,0.59012824,0.5443381,0.73358,0.5803906,0.43064812,0.8153218,0.18974331,0.12117848,0.339910552133248,0.265536723163842,0.253937854599389,0.000144864551644,0.153262548700015,0.313052296103144,-0.120400939537016,0.182094741416775,285.35,2.12,,9.29,0,TRUE,0.79,0,0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3F)CC2)C1,CHEMBL1093802,0.03597477,0.5328321,0.45740813,0.9323942,0.23421222,0.9288292,0.02749896,0.0646531,0.521788933538949,0.242648124004056,0.478189561575945,0.320585252788643,0.473557756540568,0.275387512675648,0.404241450273533,0.483123279733449,549.57,2.22,,8.01,1,TRUE,0.49,0,0
Cc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12,CHEMBL2113241,0.2278451,0.7296122,0.52026606,0.32093325,0.42162687,0.80353427,0.4089343,0.078652084,0.162029851292402,0.239750832971172,0.161818216699109,0.162103433289874,-0.141747012240957,-0.220338983050847,-0.132359768667766,0.128205128205128,312.37,3.16,,8.68,0,TRUE,0.81,0,0
CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,CHEMBL372312,0.5753273,0.04666847,0.041461796,0.09389341,0.7530487,0.95312035,0.25006145,0.9776797,0.058881133800138,0.012892945096335,0.485195305436416,0.163552078806316,0.604753710871657,0.304070693901202,-0.305131379409405,0.246124873243517,245.37,3.44,,7.93,0,TRUE,0.74,0,0
CCCC(C(=O)c1cccc(C)c1)N1CCCC1,CHEMBL204254,0.61169803,0.04693812,0.024820447,0.07630929,0.75532997,0.9666146,0.23173767,0.9783055,0.050644503689574,0.007967550340432,0.492554316607279,0.148775894538606,0.602026572496256,0.304360423004491,-0.309697546638919,0.220338983050847,245.37,3.44,,7.83,0,TRUE,0.74,0,0
CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,CHEMBL3736433,0.4444447,0.2271029,0.45767587,0.20143951,0.33279204,0.77891815,0.8925724,0.43004704,0.330908447016577,0.225554106910039,0.452263449332189,0.412429378531073,0.089988764779422,-0.184122845139794,0.308951309243191,0.331884687816891,260.15,,,,,Undefined,,0,0
CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,CHEMBL3099716,0.17400089,0.7094782,0.5746879,0.34422025,0.07600281,0.8165015,0.71215683,0.51567286,0.196989660707283,0.096045197740113,0.114497396495696,0.231058959872519,0.260869267987209,0.18673040706939,0.545847932526587,0.431841228451398,443.55,5.12,,5.98,1,TRUE,0.6,0,0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,CHEMBL54,0.4353207,0.7062504,0.18083015,0.22330736,0.3169512,0.73260903,0.69686866,0.34735036,0.06363917601337,-0.11313921483413,0.218964793398699,0.139214834130088,0.438565719750656,0.162393162393162,0.470804291716868,0.266695639576996,375.87,4.43,13.96,8.05,0,TRUE,0.76,0,1
CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,CHEMBL1275709,0,0.1875098,0.62351465,0.17126386,0.39343727,0.7681144,0.7552092,0.17973863,0.015179372112645,-0.139214834130088,0.156798617914793,-0.026220483847603,0.337342322342937,0.191945530928582,-0.018716140262474,0.256265391858612,253.35,3.24,,9.92,0,TRUE,0.89,0,0
CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1,CHEMBL84931,0.8783933,0.51140755,0.43643242,0.39103994,0.38497898,0.61465806,0.9275831,0.54920304,0.425383646164661,0.148486165435318,0.552068024391892,0.120961900622918,0.121318985111067,-0.183833116036506,-0.323099053916049,-0.099811676082863,312.39,3.54,,8.39,0,TRUE,0.84,0,1
Cc1cc(N2CCN(C)CC2)c2c(c1)N(S(=O)(=O)c1ccc3ccccc3c1)C(C)CC2=O,CHEMBL1642128,0.57505924,0.97578967,0.6655824,0.3391589,0.121439144,0.63517004,0.33651844,0.5455929,0.395307833456327,0.18673040706939,0.497532447029316,0.366072722004925,0.601420683626321,0.327249022164276,0.498061859342244,0.566854990583804,463.6,4.07,,6.93,0,TRUE,0.59,0,0
COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,CHEMBL250699,0.15309957,0.17423284,0.5510724,0.44636232,0.45673627,0.015930831,0.9317796,0.28860235,0.447639880200071,0.171374764595104,0.309551359187962,0.286397218600609,0.188976135889842,0.185571490656236,-0.06617376509419,0.184702303346371,357.79,4.87,13.76,,0,TRUE,0.71,0,0
CC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,CHEMBL1642123,0.5481686,0.9686109,0.6867823,0.34454978,0.14269896,0.6540397,0.36322755,0.54938936,0.426336929236824,0.193973634651601,0.525132542580892,0.39475590323048,0.622119612589432,0.352455454150369,0.507270024602773,0.643633202955237,449.58,3.76,,6.91,0,TRUE,0.61,0,0
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,CHEMBL584554,0.35729223,0.13554373,0.5995375,0.28914243,0.13257298,0.60691315,0.3394879,0.37211943,-0.035237668620661,0.040996668115312,0.312107572702844,0.191945530928582,0.281960137816661,0.146168332609011,0.446537713477768,0.530059394466174,428.54,4.51,13.36,,0,TRUE,0.64,0,0
N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CHEMBL326263,0.35830435,0.6878742,0.3140636,0.42123583,0.124455184,0.8832553,0.73248535,0.3371643,0.18646772212257,-0.080399826162538,0.239402214658149,0.107054903665073,0.315577293719919,-0.016369694335796,0.546685975618692,0.563667970447631,503.59,5.75,,7.45,2,FALSE,0.37,0,0
CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccccc1,CHEMBL1222138,0.40408626,0.89922196,0.93976706,0.28124678,0.16723625,0.63935137,0.16662544,0.42306855,0.462848881534941,0.269303201506591,0.465763251359663,0.347240330291178,0.532376603892368,0.441981747066493,0.419698502615229,0.446037954512531,373.52,3.04,,7.89,0,TRUE,0.81,0,0
O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL325516,0.3829712,0.6852153,0.2998343,0.43055758,0.114602804,0.87867945,0.7137381,0.33468238,0.183516575393148,-0.073446327683616,0.25663030789658,0.120092713313052,0.336416420283062,0.020136172678546,0.55350775943427,0.570621468926554,496.57,6.01,,7.45,1,TRUE,0.36,0,0
CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1,CHEMBL1642118,0.5150621,0.9674686,0.6878897,0.31806204,0.14453891,0.68263936,0.34832573,0.55865186,0.423781257301461,0.191366072722005,0.547206887546348,0.407793712878459,0.610135218506488,0.351586266840504,0.55695658376145,0.683326090105751,449.58,3.76,,7.02,0,TRUE,0.61,0,1
CCCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,CHEMBL1222363,0.40727353,0.98151934,0.9387089,0.31787577,0.16193171,0.61456,0.23006955,0.4380862,0.260805643665036,0.172533681008257,0.441066650991586,0.228161668839635,0.565636472654165,0.448355787338838,0.414596122040366,0.536723163841808,423.58,4.2,,7.89,0,TRUE,0.6,0,0
CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,CHEMBL1275791,0.022081763,0.19129854,0.6092061,0.16467085,0.40122688,0.76266634,0.74753046,0.17055964,0.036535519550258,-0.113428943937419,0.157346581168585,0.008547008547009,0.298249007373103,0.117774880486745,-0.039555483428821,0.255685933652035,246.33,3.5,,9.95,0,TRUE,0.86,0,0
CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,CHEMBL3736156,0.46467084,0.23528394,0.45801854,0.18250301,0.3425695,0.7776845,0.8814616,0.42256916,0.338259356327701,0.232507605388961,0.425363320279649,0.389830508474576,0.132586165387849,-0.180066637693756,0.263483215833707,0.34492249746487,260.15,,,,,Undefined,,0,0
Cl.Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,CHEMBL2393244,0.19931453,0.31090003,0.3997633,0.60550684,0.9533498,0.50036263,0.6457777,0.50937474,0.278417235152057,0.072577140373751,0.280193762090733,0.12965377372157,0.20365019177404,0.029407503983775,0.52318909715048,-0.202086049543677,384.89,3.64,,9.52,0,TRUE,0.76,0,1
