RDKit_Canonical_Smiles,Molecule_ChEMBL_ID,Fingerprints_tsne_x,Fingerprints_tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Embeddings_tsne_x,Embeddings_tsne_y,Embeddings_Divergence_Pearson_Correlation,Embeddings_Divergence_Kendall_Correlation,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular_weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski_RO5_violations,Follows_Lipinskis_RO5,QED_weighed,Bioactivity_A,Bioactivity_B
Cl.Clc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,CHEMBL2393245,0.22410119,0.29636812,0.39594316,0.6318399,0.9387412,0.49993366,0.653667,0.5227151,0.292278152247233,0.08735332464146,0.290320361136455,0.14442995798928,0.163299367342205,0.00825727944372,0.52299825321502,-0.201796320440388,401.34,4.15,,9.52,0,TRUE,0.73,0,1
CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,0.4378139,0.25721854,0.45358968,0.14874995,0.33674014,0.7955622,0.7552873,0.29569152,0.317047614012226,0.170505577285238,0.351832330970008,0.230479501665942,0.224588791989335,-0.064754454584963,0.282646452460841,0.392438070404172,259.35,2.58,,9.67,0,TRUE,0.84,0,0
CN(C)CC1CC2c3cccnc3Cc3ccccc3N2O1,CHEMBL331188,0.9325744,0.5729191,0.47820243,0.35305214,0.40073073,0.61465394,0.896889,0.5151854,0.411669727167559,0.125307837172244,0.554549953127333,0.224974648703462,-0.076540545784875,-0.237143271041576,-0.377061215031906,-0.130522961031436,295.39,2.8,,8.39,0,TRUE,0.85,0,0
CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1,CHEMBL331077,0.8972142,0.56304336,0.4542161,0.32587242,0.41061282,0.6230923,0.89364946,0.52814406,0.406995277202549,0.128494857308417,0.606956375284808,0.300304215558453,0.000247106954463,-0.279153991018398,-0.40876773758938,-0.093147906707229,295.39,2.8,,8.39,0,TRUE,0.85,0,0
COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCO4,CHEMBL3897805,0.73457825,0.3473546,0.5202533,0.2633751,0.37066036,0.58617777,0.44029057,0.12845135,-0.013699693531481,0.011444299579893,0.424217604906523,0.277415616398667,0.099623406900436,-0.12414892075909,-0.242128150459531,0.087063595538172,339.39,3.09,,5.29,0,TRUE,0.84,1,0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CHEMBL128,0.02451238,0.13659588,0.6549384,0.19339971,0.30529737,0.7767568,0.3125074,0.38714775,-0.081426862602645,-0.027089671157468,0.259641464884884,0.148775894538606,0.297589497334712,0.22352600318702,0.406660712382049,0.322323627408373,295.41,1.32,11.24,9.54,0,TRUE,0.84,1,0
c1ccc(CCCN2CCN(Cc3ccccc3)CC2)cc1,CHEMBL273041,0.39228362,0.6513378,0.410449,0.9358187,0.34609494,0.8182552,0.60254776,0.3220209,0.060569266495466,-0.103578154425612,0.34484851515672,0.320005794582066,0.183043067118832,0.123859191655802,0.256583725529101,0.490945965522237,294.44,3.44,,8.33,0,TRUE,0.81,1,1
CN1CCN(c2cccc3c2C(=O)CCN3S(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL1642117,0.5379244,1,0.70682824,0.3578898,0.15417477,0.6624209,0.3828402,0.5650238,0.397899989540606,0.167898015355642,0.481211329209282,0.336520353469506,0.64829265603039,0.401129943502825,0.507717145183683,0.665652614805157,435.55,3.37,,6.91,0,TRUE,0.63,1,0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL305660,0.45846722,0.6909443,0.19475657,0.23188421,0.14090303,0.87062055,0.7635775,0.3123205,0.189565422795709,-0.068810662031001,0.175427509375812,0.103578154425612,0.464485388151179,0.147906707228741,0.5354695061579,0.47559032304795,469.67,7.22,,8.43,1,TRUE,0.31,1,0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,CHEMBL49,0.61108637,0.3846337,0.4528671,0,0.34438318,0.8513596,0.3891568,0.04506588,0.355114725418044,0.244965956830364,-0.04292781111752,-0.20874981891931,0.128145750865187,-0.151093727364914,0.255351055119415,0.480515717803853,385.51,2.09,,7.62,0,TRUE,0.55,1,1
Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,CHEMBL1086754,0.31104237,0.44860807,0.78549373,0.45359033,0.26218143,0.7218785,0.47318295,0.26581413,0.280172983534034,0.059249601622483,0.317327935795407,0.079240909749384,0.532101822422288,0.391568883094307,0.5279742142513,0.376792698826597,485.46,5.25,,7,1,TRUE,0.47,1,0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CHEMBL42,0.40101668,0.86509913,0.6311135,0.37645718,0.17075737,0.66804934,0.44984752,0.55913794,0.282473305259088,0.169056931768796,0.361205862453282,0.465449804432855,0.361692719719983,0.330146313197161,0.463642039176485,0.48660002897291,326.83,3.72,,7.35,0,TRUE,0.8,1,1
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,CHEMBL417608,0.67158085,0.34419912,0.43390346,0.05464706,0.30722964,0.9097949,0.4432751,0.018017232,0.314605867813673,0.247573518759959,0.48168065036825,0.217731421121252,0.41765293802646,-0.077502535129654,0.312543987759458,0.437925539620455,456.63,4.45,,10.06,0,TRUE,0.38,1,0
N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CHEMBL116463,0.35838583,0.7103927,0.30349568,0.3989685,0.124862775,0.8706333,0.7384387,0.32547843,0.235704243472777,-0.05055772852383,0.210872075117921,0.101260321599305,0.343967005246913,0.021874547298276,0.561560587202784,0.58974358974359,517.62,6.18,,9.01,2,FALSE,0.35,1,1
COc1cccc2c1CC1(CCCN1CCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,CHEMBL11265,0.6510937,0.37103015,0.3930931,0.06263742,0.30671984,0.8855525,0.41129184,0.05129373,0.295628701038643,0.216862233811386,0.418663870861692,0.093727364913806,0.444830781548194,-0.061277705345502,0.310390966396472,0.417065044183688,440.58,3.95,,8.89,0,TRUE,0.5,1,0
Cn1c(=O)c2c(ncn2CCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)n(C)c1=O.O=C(O)/C=C/C(=O)O,CHEMBL338611,0.48470935,0.6587151,0.7031683,0.46406272,0.9810349,0.54678255,0.5431523,0.34069213,0.136399242009498,-0.03404316963639,0.23734022336853,0.147327249022164,0.238784189983775,0.320874981891931,0.523200124229659,-0.199478487614081,587.68,3.37,,9.5,0,TRUE,0.41,1,1
CN(C)CC1CC2c3ccccc3Cc3ccc(Cl)cc3N2O1,CHEMBL315772,0.9171037,0.51236707,0.45830336,0.38019916,0.36529613,0.6058881,0.94433236,0.5380011,0.437567773766699,0.141532666956396,0.561849016700852,0.139794292336665,0.088086686199472,-0.19774011299435,-0.218264790585285,0.059539330725772,328.84,4.06,,8.39,0,TRUE,0.83,1,2
Cl.Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n(C)c1=O,CHEMBL553331,0.49320358,0.6414995,0.7063475,0.4826594,0.99430144,0.54329956,0.5088426,0.3175164,0.1794485349655,0.010575112270028,0.215551080130857,0.139794292336665,0.351883356990102,0.318267419962335,0.523108766382178,-0.200057945820658,581.5,2.51,,7.85,1,TRUE,0.38,1,1
CCCN(CCC)CC1COc2cccc(OC)c2C1,CHEMBL11262,0.7014732,0.33463097,0.4512874,0.07926303,0.75197846,0.99608994,0.4992856,0.006138891,0.222046022200475,0.1664493698392,0.5420070479337,0.355642474286542,0.406807750757567,-0.029117774880487,-0.280281995081688,0.222367086773866,277.41,3.37,,10.32,0,TRUE,0.76,1,0
CN1CCN(c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1221497,0.4516145,0.97737527,0.98829865,0.34551266,0.234936,0.67039376,0.24134508,0.48274732,0.277860779624246,0.164421266116181,0.429898196167235,0.23830218745473,0.507394261268965,0.459944951470375,0.453982458831127,0.474721135738085,381.5,3.39,7.57,8.09,0,TRUE,0.75,1,0
CCN(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1ccc2ccccc2c1,CHEMBL1222364,0.40258664,0.9581157,0.9629961,0.3236043,0.18639067,0.6401128,0.22828934,0.45019788,0.287848551622502,0.152542372881356,0.472210012868667,0.284948573084166,0.55084692401608,0.452122265681588,0.44078801003057,0.586846298710706,409.56,3.81,,7.89,0,TRUE,0.64,1,0
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,CHEMBL83658,0.93084985,0.5427821,0.42767945,0.3647248,0.39715058,0.62690413,0.9413655,0.52023435,0.450221055640763,0.139504563233377,0.617367292579161,0.273649138055918,0.145690911589201,-0.204403882369984,-0.384426800810435,-0.115167318557149,294.4,3.4,,8.39,0,TRUE,0.84,1,1
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccccc4c(=O)n3-c3ccccc3)CC2)c1C,CHEMBL259415,0.3667847,0.56714845,0.60484886,0.595075,0.048609138,0.8419183,0.55985504,0.32386234,0.223049422186028,0.009126466753585,0.50198543786562,0.31739823265247,0.447350512677431,0.287266405910474,0.563963150419508,0.58974358974359,509.65,4.22,13.54,8.18,1,TRUE,0.39,1,0
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,CHEMBL259199,0.26947603,0.58756423,0.6044189,0.52987,0.0042020082,0.8741573,0.5949551,0.28223878,0.419788743428774,0.070259307547443,0.481074939252192,0.354483557873388,0.487060261417301,0.296827466318992,0.595741216272313,0.594089526292916,573.67,4.15,13.2,7.88,1,TRUE,0.29,1,0
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C,CHEMBL261102,0.33809912,0.58210623,0.62651265,0.5878254,0.0349198,0.8406814,0.5495463,0.30893537,0.281173632969149,0.050847457627119,0.557917665503017,0.388092133854846,0.500712790699547,0.304650152107779,0.570586522973668,0.605968419527742,527.64,4.36,13.35,8.18,1,TRUE,0.37,1,0
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4ccc(F)cc4c(=O)n3-c3ccccc3)CC2)c1C,CHEMBL261434,0.33445603,0.5571789,0.60917526,0.56904215,0.03917557,0.8524915,0.5373685,0.3177003,0.276695221899185,0.053455019556715,0.560416500192093,0.395335361437056,0.473893719515013,0.29711719542228,0.568937231404428,0.60625814863103,527.64,4.36,13.35,8.18,1,TRUE,0.37,1,0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,CHEMBL1086756,0.32956293,0.46262473,0.77193564,0.44163632,0.06493828,0.8265682,0.490674,0.26439136,0.409234931390094,0.078661451542808,0.33346399517645,0.121541358829494,0.552301890238083,0.398812110676518,0.54906917257405,0.525133999710271,513.51,6.12,,7,2,FALSE,0.35,1,0
CN1CCN2c3ccccc3Cc3ccccc3C2C1,CHEMBL6437,1,0.53384334,0.44273454,0.4349183,0.4368632,0.607957,0.40637425,0.54272467,0.302658649751566,0.189917427205563,0.591627161288982,0.275966970882225,0.081261619273305,-0.084166304505288,-0.381591134805291,-0.022454005504853,264.37,3.08,,6.92,0,TRUE,0.72,1,0
CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccc4ccccc4c2)CCC3=O)CC1,CHEMBL1642116,0.5063762,0.9968853,0.71175015,0.32903588,0.15434743,0.6880917,0.3695619,0.5736842,0.395053627244902,0.173982326524699,0.52147842404488,0.374764595103578,0.633721715783223,0.395335361437056,0.553597938878415,0.700420107199768,435.55,3.37,,7.02,0,TRUE,0.63,1,0
CCC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,CHEMBL1642126,0.55543625,0.94526863,0.677513,0.36655262,0.13500766,0.64249474,0.35826647,0.5349541,0.463205313487948,0.175141242937853,0.486404343610284,0.33391279153991,0.615619769167724,0.346660872084601,0.501183630476729,0.607996523250761,463.6,4.15,,6.91,0,TRUE,0.58,1,0
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,CHEMBL260907,0.2976404,0.5717005,0.6425153,0.5298829,0.01455307,0.86577415,0.5941134,0.30189705,0.331073649946101,0.049109083007388,0.528967997729287,0.39649427785021,0.516607650416703,0.326379834854411,0.587281590413319,0.594089526292916,543.64,4.14,13.27,7.88,1,TRUE,0.32,1,0
CC(C)N(c1cccc(N2CCN(C)CC2)c1)S(=O)(=O)c1cccc2ccccc12,CHEMBL1222234,0.43728676,0.9012525,0.9644649,0.27244133,0.15073346,0.62466335,0.1744178,0.4370194,0.290310963211691,0.178328263074026,0.462928611503842,0.343473851948428,0.571089648319901,0.447196870925685,0.447993677736092,0.552658264522671,423.58,4.2,,7.89,0,TRUE,0.62,1,0
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1,CHEMBL406221,0.26830825,0.5618138,0.6235316,0.51490116,0,0.86224943,0.61135983,0.2883672,0.412522303690253,0.06156743444879,0.491841307827766,0.360567869042445,0.503822614626565,0.31363175430972,0.600543368266962,0.601043024771838,573.67,4.15,13.19,7.88,1,TRUE,0.29,1,1
O=C(CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)NCc1nc2cc(F)ccc2c(=O)n1-c1ccccc1,CHEMBL261019,0.31497046,0.6044078,0.64239836,0.5692557,0.006121218,0.8463779,0.60593545,0.35567468,0.10803775862181,-0.063016079965233,0.663650466257576,0.445168767202665,0.559819588044115,0.3191366072722,0.593567420633131,0.637838620889468,567.59,4.76,13.3,8.08,1,TRUE,0.31,1,0
Cc1[nH]c(-c2ccccc2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL1086626,0.2973767,0.4729428,0.7974919,0.4340562,0.26989138,0.71468985,0.46568912,0.25290388,0.205938911905157,0.043604230044908,0.364101674012372,0.152252643778068,0.540509231188881,0.392727799507461,0.521326521852178,0.377661886136462,471.43,5.24,13.46,7,1,TRUE,0.46,1,0
CN1CCN(c2cccc(N(CC3CC3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1221449,0.37331414,0.9745525,0.9414903,0.34327692,0.15183619,0.6063136,0.25618398,0.44869965,0.424976816678638,0.241778936694191,0.504105407913001,0.374185136897001,0.593368546001999,0.456468202230914,0.421473959449929,0.546863682456903,435.59,4.2,,7.89,0,TRUE,0.58,1,0
CN1CCN(c2cccc(N(Cc3ccccc3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1221452,0.3750804,0.94526494,1,0.29115555,0.14900406,0.58629835,0.20952418,0.46400726,0.096260022072853,0.082717658988846,0.486869345317074,0.320005794582066,0.601211132439381,0.439953643343474,0.432733152859653,0.562798783137766,471.63,4.99,,7.89,0,TRUE,0.4,1,0
CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1222362,0.4347202,0.94901663,0.98364365,0.31411487,0.21678057,0.65805376,0.23530492,0.46399674,0.27595086443254,0.138635375923512,0.488155444341813,0.341735477328698,0.539958325104236,0.459655222367087,0.450230856019391,0.578444154715341,395.53,3.42,,7.89,0,TRUE,0.68,1,0
COc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,CHEMBL259776,0.299891,0.5459075,0.62492603,0.5434328,0.02297467,0.8522232,0.57435966,0.29684132,0.307757937683404,0.037230189772563,0.498289750398541,0.355352745183254,0.501590784135545,0.306678255830798,0.577552232829958,0.610604085180356,529.62,3.75,13.27,7.88,1,TRUE,0.36,1,0
O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1,CHEMBL3946995,0.14494771,0.4725793,0.5931483,0.46511248,0.2717579,0.88757765,0.39203513,0.12608735,0.419738990206218,0.230189772562654,0.329768149971539,0.330146313197161,0.264448342677512,0.301173402868318,0.375704832313721,0.461683326090106,438.6,4.39,,8.31,0,TRUE,0.62,1,1
COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1.Cl,CHEMBL2393246,0.21399596,0.27079815,0.38017634,0.5929749,0.929096,0.5099552,0.6365263,0.5326306,0.261255963863247,0.100391134289439,0.362078116635961,0.22729248152977,0.132221231653069,-0.013472403302912,0.52331549898456,-0.202665507750254,396.92,3.51,,9.52,0,TRUE,0.73,1,1
Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,CHEMBL2387229,0.23839355,0.6973858,0.6000227,0.41416878,0.27088746,0.7015394,0.39466658,0.15133888,0.271623154265674,0.055483123279734,0.264871632616889,0.246704331450094,0.349444090686224,0.338258728089237,0.502457932006648,0.377661886136462,484.96,6.07,,9.12,1,TRUE,0.23,1,1
Cl.c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,CHEMBL2393243,0.19049722,0.28831995,0.37917864,0.6182371,0.93782043,0.5220915,0.6287232,0.5189295,0.309406605704911,0.110821382007823,0.287864406105412,0.126177024482109,0.186689058528958,0.004780530204259,0.523605314196807,-0.202955236853542,366.9,3.5,,9.52,0,TRUE,0.77,1,1
COc1ccccc1N1CCN(CCOCCOc2cc(C)cc(C)c2C)CC1.Cl.Cl,CHEMBL4213352,0.44595543,0.46131265,0.65701437,0.702443,0.9554318,0.5294031,0.55449975,0.16881719,0.431101524781199,0.156019122120817,0.029406842289299,-0.245255685933652,0.194507133449625,0.26959293060988,0.523547460149299,-0.200347674923946,471.47,3.84,,7.32,0,TRUE,0.6,1,1
COc1ccccc1N1CCN(CCOCCOc2c(C)cc(C)cc2C)CC1.Cl.Cl,CHEMBL4207653,0.42051455,0.46225467,0.66855717,0.7177976,0.96354544,0.52040875,0.54926056,0.18052742,0.426229893823978,0.151383456468202,0.100487072463498,-0.18122555410691,0.214502280475455,0.271041576126322,0.52344803596488,-0.200927133130523,471.47,3.84,,7.32,0,TRUE,0.6,1,1
O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL4293999,0.25467163,0.6838459,0.57498235,0.4079121,0.31788287,0.6790763,0.41117334,0.14156573,0.403606148623669,0.252788642619151,0.3058562394381,0.198029842097639,0.274357521033355,0.295958279009126,0.407096957883785,0.28610748949732,475.56,5.03,,8.45,1,TRUE,0.35,1,2
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,CHEMBL11592,0.6571699,0.32329214,0.40351665,0.046287924,0.3076641,0.89985156,0.45296723,0.028377414,0.306313263574146,0.250181080689555,0.496888590287584,0.216572504708098,0.457076674528292,-0.037230189772563,0.306377409400572,0.42228016804288,442.6,4.2,,9.06,0,TRUE,0.42,2,1
Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2,CHEMBL1278088,0.39773756,0.5899666,0.59437686,0.3719101,0.2812608,0.8823158,0.42583415,0.15054569,0.366696958588452,0.104737070838766,0.378019216096355,0.315659858032739,0.460526175426252,0.339127915399102,0.362361864777323,0.47008547008547,432.57,2.53,,8.22,0,TRUE,0.48,2,0
O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2C1,CHEMBL11425,0.6062684,0.3496291,0.4360776,0.02801925,0.3332762,0.8462334,0.41358045,0.030469924,0.306439932649931,0.197160654787774,0.394301740801663,0.088222511951326,0.440564844562667,-0.044763146458062,0.292311272395099,0.488048674489353,384.52,3.32,,9.89,0,TRUE,0.58,2,1
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,CHEMBL21343,0.3629191,0.1528844,0.6117251,0.27570432,0.4147303,0.6428127,0.35079172,0.3643762,0.009693175231568,-0.023323192814718,0.320880165904081,0.210777922642329,0.366232805382085,0.173982326524699,-0.45702949592106,-0.12791539910184,309.41,2.56,,9.04,0,TRUE,0.92,2,0
C/C(=N\OC(=O)Nc1ccccc1)c1cccc(-c2cccs2)c1,CHEMBL1210154,0.46972984,0.0875656,0.5118618,0.3751336,0.4514076,0.030320525,0.92822814,0.23701765,0.252978961334152,0.119223526003187,0.309723484148077,0.190786614515428,0.091065882683994,-0.108793278284804,-0.043645548439463,0.14993481095176,336.42,5.39,12.38,1.72,1,TRUE,0.39,2,0
CCCN(CCC)C1CCc2cccc(O)c2C1,CHEMBL56,0.6824568,0.2958349,0.10654327,0.039723545,0.7412714,1,0.48500973,0,0.191288804608979,0.141242937853107,0.442132681433098,0.366072722004925,0.533636250636651,0.239750832971172,-0.233218426197029,0.270462117919745,247.38,3.37,9.82,10.72,0,TRUE,0.86,2,0
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,CHEMBL3216098,0.26367328,0.4484005,0.53372645,0.5945332,0.9870246,0.55915904,0.43966538,0.28189754,0.314723110785572,0.147906707228741,0.334143355935628,0.103578154425612,0.376305196475002,0.224974648703462,0.522881576927654,-0.190786614515428,632.29,4.74,,6.95,0,TRUE,0.49,2,0
COc1cccc2c1CC(CNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,CHEMBL416523,0.6344653,0.34505662,0.45073247,0.04639703,0.33381456,0.8585562,0.43033704,0.036399335,0.34419540918819,0.266405910473707,0.467883628674753,0.214834130088367,0.417855552680641,-0.062436621758656,0.274317717033201,0.484571925249891,414.55,3.33,,9.86,0,TRUE,0.52,2,1
Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,CHEMBL3216758,0.263403,0.4289652,0.53354794,0.61345243,1,0.5553302,0.42709422,0.27447674,0.236635557845325,0.116036505867014,0.304331584180243,0.080689555265827,0.380212990678099,0.220918441257424,0.522876498119559,-0.190786614515428,618.26,4.35,,6.04,0,TRUE,0.58,2,1
O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,CHEMBL54786,0.3971484,0.54873,0.48226473,0.46244276,0.2861324,0.72715026,0.42909738,0.5481887,0.184774596433264,0.085904679125018,0.470703827694492,0.365782992901637,0.179105904602128,0.027089671157468,0.511699527001246,0.253657829929016,371.48,3.7,12.32,8.31,0,TRUE,0.76,2,1
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,CHEMBL19215,0.5801929,0.5020767,0.5826522,0.25140327,0.32683575,0.67260414,0.57774055,0.2559703,0.172028744067242,0.064754454584963,0.229723098302813,-0.007388092133855,0.265907203036633,0.054903665073157,0.320557110363685,0.119802984209764,403.53,4.06,,8.22,0,TRUE,0.71,2,1
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,CHEMBL4128926,0.17429718,0.46754912,0.54647994,0.35782388,0.14742613,0.57449865,0.11146015,0.07280213,0.400130973446394,0.219469795740982,0.220197891555336,0.181515283210199,0.395737132264885,0.261770244821092,0.422171347997834,0.536723163841808,583.78,5.76,4.14,,2,FALSE,0.31,2,2
COc1ccccc1N1CCN(CCCOc2ccc(C)cc2C)CC1.Cl,CHEMBL4209888,0.4349726,0.48499483,0.68238485,0.70125425,0.9478591,0.5130288,0.53310835,0.1702428,0.354282316286127,0.087063595538172,0.065139880264806,-0.187599594379255,0.136932189013964,0.236853541938288,0.523431203952021,-0.2015065913371,390.96,3.9,,7.67,0,TRUE,0.7,2,1
Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,CHEMBL220808,0.8539206,0.48179305,0.54497916,0.3960293,0.29543588,0.71350074,0.6433662,0.4920533,0.442819971502563,0.189048239895698,0.254807220218062,0.055772852383022,-0.05138924459148,0.124728378965667,0.510795790788381,0.282630740257859,348.42,4.37,,8.86,0,TRUE,0.74,2,2